Argument ID,Date,Duration (minutes),Topic,Emotional Tone,Resolution Type,Mood Swing,Notes
659,2024-01-28,23,Parenting Styles,Angry,Resolution Discussed,Severe,Discussed parenting styles for 23 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Resolution Discussed.
660,2024-01-27,50,Personal Space,Supportive,Resolution Discussed,None,Discussed personal space for 50 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: Resolution Discussed.
661,2024-01-01,30,Personal Space,Frustrated,Resolution Discussed,Mild,Discussed personal space for 30 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Resolution Discussed.
662,2024-01-04,59,Family Responsibilities,Disappointed,Apology,Moderate,Discussed family responsibilities for 59 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Apology.
663,2024-01-27,25,Family Responsibilities,Frustrated,Compromise,Severe,Discussed family responsibilities for 25 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Compromise.
664,2024-02-23,49,Parenting Styles,Angry,Apology,Severe,Discussed parenting styles for 49 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Apology.
665,2024-01-09,28,Personal Space,Disappointed,Compromise,Moderate,Discussed personal space for 28 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Compromise.
666,2024-01-29,52,Time Management,Happy,Apology,None,Discussed time management for 52 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Apology.
667,2024-02-02,13,Money Management,Frustrated,No Resolution,Moderate,Discussed money management for 13 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: No Resolution.
668,2024-01-07,48,Money Management,Angry,Resolution Discussed,None,Discussed money management for 48 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: Resolution Discussed.
669,2024-02-01,31,Parenting Styles,Calm,Compromise,Moderate,Discussed parenting styles for 31 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Compromise.
670,2024-01-17,9,Household Chores,Calm,Resolution Discussed,Severe,Discussed household chores for 9 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Resolution Discussed.
671,2024-02-26,49,Household Chores,Supportive,No Resolution,Mild,Discussed household chores for 49 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: No Resolution.
672,2024-02-03,16,Time Management,Angry,Compromise,Severe,Discussed time management for 16 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Compromise.
673,2024-02-17,51,Money Management,Angry,Compromise,Moderate,Discussed money management for 51 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: Compromise.
674,2024-02-24,19,Money Management,Happy,Apology,Mild,Discussed money management for 19 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Apology.
675,2024-01-12,44,Household Chores,Disappointed,Resolution Discussed,Moderate,Discussed household chores for 44 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
676,2024-02-22,58,Personal Space,Supportive,Compromise,Moderate,Discussed personal space for 58 minutes. Emotional tone was Supportive. Mood swings observed: Moderate. Resolution type: Compromise.
677,2024-01-11,5,Family Responsibilities,Hurt,Resolution Discussed,None,Discussed family responsibilities for 5 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: Resolution Discussed.
678,2024-02-28,11,Future Goals,Calm,Apology,Mild,Discussed future goals for 11 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Apology.
679,2024-01-17,48,Parenting Styles,Hurt,No Resolution,Severe,Discussed parenting styles for 48 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: No Resolution.
680,2024-02-17,15,Time Management,Calm,Compromise,Moderate,Discussed time management for 15 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Compromise.
681,2024-02-29,11,Social Activities,Calm,No Resolution,Severe,Discussed social activities for 11 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: No Resolution.
682,2024-02-06,25,Future Goals,Calm,No Resolution,Mild,Discussed future goals for 25 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: No Resolution.
683,2024-01-14,13,Time Management,Disappointed,Resolution Discussed,Moderate,Discussed time management for 13 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
684,2024-02-10,17,Future Goals,Frustrated,Compromise,Mild,Discussed future goals for 17 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Compromise.
685,2024-01-12,27,Money Management,Hurt,Compromise,Severe,Discussed money management for 27 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Compromise.
686,2024-02-26,33,Parenting Styles,Frustrated,No Resolution,None,Discussed parenting styles for 33 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: No Resolution.
687,2024-01-10,58,Household Chores,Annoyed,Apology,Moderate,Discussed household chores for 58 minutes. Emotional tone was Annoyed. Mood swings observed: Moderate. Resolution type: Apology.
688,2024-02-06,37,Family Responsibilities,Happy,Resolution Discussed,Moderate,Discussed family responsibilities for 37 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
689,2024-01-04,54,Household Chores,Happy,Compromise,None,Discussed household chores for 54 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Compromise.
690,2024-01-24,11,Household Chores,Angry,Resolution Discussed,Severe,Discussed household chores for 11 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Resolution Discussed.
691,2024-02-02,46,Future Goals,Frustrated,Apology,Mild,Discussed future goals for 46 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Apology.
692,2024-02-10,43,Future Goals,Hurt,Apology,Moderate,Discussed future goals for 43 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Apology.
693,2024-02-02,17,Time Management,Supportive,Resolution Discussed,Mild,Discussed time management for 17 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Resolution Discussed.
694,2024-01-26,5,Future Goals,Calm,Resolution Discussed,Severe,Discussed future goals for 5 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Resolution Discussed.
695,2024-02-03,9,Social Activities,Disappointed,Compromise,Mild,Discussed social activities for 9 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Compromise.
696,2024-02-29,47,Household Chores,Angry,Apology,Mild,Discussed household chores for 47 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Apology.
697,2024-01-23,14,Household Chores,Hurt,Apology,None,Discussed household chores for 14 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: Apology.
698,2024-01-30,38,Parenting Styles,Happy,Resolution Discussed,None,Discussed parenting styles for 38 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Resolution Discussed.
699,2024-02-17,14,Money Management,Frustrated,Apology,Moderate,Discussed money management for 14 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Apology.
700,2024-02-18,58,Future Goals,Frustrated,No Resolution,None,Discussed future goals for 58 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: No Resolution.
701,2024-02-26,17,Time Management,Hurt,Apology,Severe,Discussed time management for 17 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Apology.
702,2024-02-22,58,Family Responsibilities,Supportive,No Resolution,Severe,Discussed family responsibilities for 58 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: No Resolution.
703,2024-02-11,13,Family Responsibilities,Calm,Resolution Discussed,None,Discussed family responsibilities for 13 minutes. Emotional tone was Calm. Mood swings observed: None. Resolution type: Resolution Discussed.
704,2024-02-26,52,Future Goals,Supportive,Compromise,Severe,Discussed future goals for 52 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Compromise.
705,2024-01-12,25,Money Management,Frustrated,Resolution Discussed,Severe,Discussed money management for 25 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Resolution Discussed.
706,2024-02-20,54,Personal Space,Frustrated,Apology,Severe,Discussed personal space for 54 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Apology.
707,2024-02-08,35,Social Activities,Frustrated,Resolution Discussed,Severe,Discussed social activities for 35 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Resolution Discussed.
708,2024-01-05,29,Parenting Styles,Disappointed,Apology,Severe,Discussed parenting styles for 29 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Apology.
709,2024-01-30,56,Social Activities,Supportive,No Resolution,Mild,Discussed social activities for 56 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: No Resolution.
710,2024-02-26,27,Time Management,Frustrated,No Resolution,Severe,Discussed time management for 27 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: No Resolution.
711,2024-02-13,31,Personal Space,Calm,Apology,Mild,Discussed personal space for 31 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Apology.
712,2024-02-06,47,Future Goals,Disappointed,Compromise,Moderate,Discussed future goals for 47 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Compromise.
713,2024-02-20,47,Money Management,Supportive,Compromise,Mild,Discussed money management for 47 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Compromise.
714,2024-02-21,24,Family Responsibilities,Frustrated,Resolution Discussed,Moderate,Discussed family responsibilities for 24 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
715,2024-01-27,43,Parenting Styles,Happy,No Resolution,None,Discussed parenting styles for 43 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: No Resolution.
716,2024-01-02,19,Future Goals,Angry,No Resolution,Severe,Discussed future goals for 19 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: No Resolution.
717,2024-01-08,37,Future Goals,Calm,Compromise,Mild,Discussed future goals for 37 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Compromise.
718,2024-01-06,19,Family Responsibilities,Happy,No Resolution,Mild,Discussed family responsibilities for 19 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: No Resolution.
719,2024-02-15,31,Money Management,Hurt,Resolution Discussed,Moderate,Discussed money management for 31 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
720,2024-02-13,25,Household Chores,Frustrated,No Resolution,Mild,Discussed household chores for 25 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: No Resolution.
721,2024-01-10,18,Personal Space,Hurt,Compromise,Moderate,Discussed personal space for 18 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Compromise.
722,2024-01-18,9,Household Chores,Frustrated,Resolution Discussed,Mild,Discussed household chores for 9 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Resolution Discussed.
723,2024-02-23,59,Family Responsibilities,Angry,No Resolution,Severe,Discussed family responsibilities for 59 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: No Resolution.
724,2024-01-09,53,Parenting Styles,Angry,Apology,Mild,Discussed parenting styles for 53 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Apology.
725,2024-01-09,47,Time Management,Frustrated,Apology,Severe,Discussed time management for 47 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Apology.
726,2024-01-05,17,Parenting Styles,Disappointed,Compromise,Severe,Discussed parenting styles for 17 minutes. Emotional tone was Disappointed. Mood swings observed: Severe. Resolution type: Compromise.
727,2024-01-26,15,Parenting Styles,Calm,Resolution Discussed,None,Discussed parenting styles for 15 minutes. Emotional tone was Calm. Mood swings observed: None. Resolution type: Resolution Discussed.
728,2024-02-04,31,Social Activities,Calm,Apology,Mild,Discussed social activities for 31 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Apology.
729,2024-01-04,50,Time Management,Frustrated,No Resolution,Moderate,Discussed time management for 50 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: No Resolution.
730,2024-02-14,25,Household Chores,Annoyed,Compromise,Severe,Discussed household chores for 25 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: Compromise.
731,2024-02-25,38,Future Goals,Happy,No Resolution,Mild,Discussed future goals for 38 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: No Resolution.
732,2024-02-19,10,Household Chores,Calm,Apology,Mild,Discussed household chores for 10 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Apology.
733,2024-01-16,30,Time Management,Happy,Compromise,Mild,Discussed time management for 30 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: Compromise.
734,2024-01-02,33,Time Management,Angry,Resolution Discussed,Mild,Discussed time management for 33 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Resolution Discussed.
735,2024-01-03,28,Time Management,Happy,Apology,None,Discussed time management for 28 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Apology.
736,2024-01-22,19,Time Management,Annoyed,No Resolution,Mild,Discussed time management for 19 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: No Resolution.
737,2024-01-05,42,Money Management,Angry,No Resolution,Severe,Discussed money management for 42 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: No Resolution.
738,2024-01-11,47,Parenting Styles,Supportive,Compromise,Severe,Discussed parenting styles for 47 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Compromise.
739,2024-02-09,50,Household Chores,Supportive,Resolution Discussed,None,Discussed household chores for 50 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: Resolution Discussed.
740,2024-02-13,56,Time Management,Angry,No Resolution,Mild,Discussed time management for 56 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: No Resolution.
741,2024-02-11,56,Household Chores,Hurt,Apology,Severe,Discussed household chores for 56 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Apology.
742,2024-02-22,27,Future Goals,Calm,Apology,Severe,Discussed future goals for 27 minutes. Emotional tone was Calm. Mood swings observed: Severe. Resolution type: Apology.
743,2024-01-14,39,Money Management,Annoyed,Compromise,None,Discussed money management for 39 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Compromise.
744,2024-02-21,18,Family Responsibilities,Happy,Resolution Discussed,Moderate,Discussed family responsibilities for 18 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
745,2024-01-28,55,Social Activities,Frustrated,Apology,Severe,Discussed social activities for 55 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Apology.
746,2024-01-10,42,Family Responsibilities,Hurt,Compromise,Severe,Discussed family responsibilities for 42 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Compromise.
747,2024-02-11,53,Personal Space,Annoyed,Resolution Discussed,Moderate,Discussed personal space for 53 minutes. Emotional tone was Annoyed. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
748,2024-02-04,31,Personal Space,Angry,Apology,None,Discussed personal space for 31 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: Apology.
749,2024-02-12,8,Social Activities,Frustrated,Compromise,None,Discussed social activities for 8 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: Compromise.
750,2024-03-01,60,Time Management,Supportive,Compromise,Mild,Discussed time management for 60 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Compromise.
751,2024-02-13,45,Future Goals,Happy,Compromise,Moderate,Discussed future goals for 45 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Compromise.
752,2024-02-22,6,Household Chores,Annoyed,No Resolution,Moderate,Discussed household chores for 6 minutes. Emotional tone was Annoyed. Mood swings observed: Moderate. Resolution type: No Resolution.
753,2024-01-15,55,Household Chores,Disappointed,Compromise,Moderate,Discussed household chores for 55 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Compromise.
754,2024-02-23,14,Household Chores,Supportive,Resolution Discussed,Mild,Discussed household chores for 14 minutes. Emotional tone was Supportive. Mood swings observed: Mild. Resolution type: Resolution Discussed.
755,2024-01-19,56,Household Chores,Frustrated,No Resolution,Mild,Discussed household chores for 56 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: No Resolution.
756,2024-01-14,45,Money Management,Supportive,No Resolution,Severe,Discussed money management for 45 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: No Resolution.
757,2024-02-18,50,Household Chores,Disappointed,Resolution Discussed,None,Discussed household chores for 50 minutes. Emotional tone was Disappointed. Mood swings observed: None. Resolution type: Resolution Discussed.
758,2024-01-04,42,Social Activities,Angry,Apology,Mild,Discussed social activities for 42 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Apology.
759,2024-01-04,60,Personal Space,Disappointed,Apology,Moderate,Discussed personal space for 60 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Apology.
760,2024-01-15,6,Time Management,Happy,Compromise,None,Discussed time management for 6 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Compromise.
761,2024-01-31,35,Personal Space,Frustrated,Apology,Severe,Discussed personal space for 35 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Apology.
762,2024-02-18,55,Family Responsibilities,Calm,Compromise,Moderate,Discussed family responsibilities for 55 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Compromise.
763,2024-02-03,45,Time Management,Happy,Compromise,Moderate,Discussed time management for 45 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Compromise.
764,2024-02-24,48,Future Goals,Happy,Resolution Discussed,None,Discussed future goals for 48 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Resolution Discussed.
765,2024-02-22,27,Future Goals,Frustrated,Compromise,None,Discussed future goals for 27 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: Compromise.
766,2024-02-06,54,Household Chores,Happy,No Resolution,Moderate,Discussed household chores for 54 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: No Resolution.
767,2024-01-01,14,Family Responsibilities,Angry,Resolution Discussed,Severe,Discussed family responsibilities for 14 minutes. Emotional tone was Angry. Mood swings observed: Severe. Resolution type: Resolution Discussed.
768,2024-01-19,47,Personal Space,Angry,Resolution Discussed,None,Discussed personal space for 47 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: Resolution Discussed.
769,2024-01-14,46,Money Management,Disappointed,No Resolution,Mild,Discussed money management for 46 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: No Resolution.
770,2024-02-16,25,Money Management,Happy,Compromise,None,Discussed money management for 25 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Compromise.
771,2024-02-02,20,Future Goals,Angry,No Resolution,None,Discussed future goals for 20 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: No Resolution.
772,2024-01-08,17,Time Management,Hurt,Resolution Discussed,Mild,Discussed time management for 17 minutes. Emotional tone was Hurt. Mood swings observed: Mild. Resolution type: Resolution Discussed.
773,2024-02-16,26,Household Chores,Angry,Compromise,Mild,Discussed household chores for 26 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Compromise.
774,2024-02-08,13,Family Responsibilities,Annoyed,Resolution Discussed,None,Discussed family responsibilities for 13 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Resolution Discussed.
775,2024-02-06,39,Future Goals,Supportive,No Resolution,Severe,Discussed future goals for 39 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: No Resolution.
776,2024-02-10,41,Money Management,Annoyed,Resolution Discussed,Mild,Discussed money management for 41 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: Resolution Discussed.
777,2024-01-10,54,Household Chores,Disappointed,Resolution Discussed,Mild,Discussed household chores for 54 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Resolution Discussed.
778,2024-02-26,8,Money Management,Annoyed,Resolution Discussed,None,Discussed money management for 8 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Resolution Discussed.
779,2024-01-06,56,Family Responsibilities,Calm,Resolution Discussed,None,Discussed family responsibilities for 56 minutes. Emotional tone was Calm. Mood swings observed: None. Resolution type: Resolution Discussed.
780,2024-01-24,34,Future Goals,Annoyed,No Resolution,Mild,Discussed future goals for 34 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: No Resolution.
781,2024-02-07,60,Family Responsibilities,Angry,Resolution Discussed,None,Discussed family responsibilities for 60 minutes. Emotional tone was Angry. Mood swings observed: None. Resolution type: Resolution Discussed.
782,2024-01-13,7,Future Goals,Frustrated,Resolution Discussed,Severe,Discussed future goals for 7 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Resolution Discussed.
783,2024-02-11,50,Future Goals,Disappointed,Compromise,Moderate,Discussed future goals for 50 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Compromise.
784,2024-01-31,26,Family Responsibilities,Happy,Apology,Moderate,Discussed family responsibilities for 26 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Apology.
785,2024-01-29,41,Money Management,Calm,Compromise,Mild,Discussed money management for 41 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Compromise.
786,2024-01-08,52,Household Chores,Angry,Compromise,Mild,Discussed household chores for 52 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Compromise.
787,2024-02-27,11,Social Activities,Happy,No Resolution,Mild,Discussed social activities for 11 minutes. Emotional tone was Happy. Mood swings observed: Mild. Resolution type: No Resolution.
788,2024-01-04,41,Social Activities,Angry,Compromise,Moderate,Discussed social activities for 41 minutes. Emotional tone was Angry. Mood swings observed: Moderate. Resolution type: Compromise.
789,2024-02-17,36,Future Goals,Happy,Resolution Discussed,None,Discussed future goals for 36 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Resolution Discussed.
790,2024-01-15,52,Personal Space,Calm,No Resolution,Mild,Discussed personal space for 52 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: No Resolution.
791,2024-02-04,60,Time Management,Frustrated,Resolution Discussed,Mild,Discussed time management for 60 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: Resolution Discussed.
792,2024-01-01,37,Household Chores,Calm,Compromise,Mild,Discussed household chores for 37 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Compromise.
793,2024-01-02,13,Future Goals,Calm,Compromise,Mild,Discussed future goals for 13 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Compromise.
794,2024-02-20,59,Household Chores,Supportive,Resolution Discussed,Severe,Discussed household chores for 59 minutes. Emotional tone was Supportive. Mood swings observed: Severe. Resolution type: Resolution Discussed.
795,2024-02-15,17,Personal Space,Calm,Resolution Discussed,Mild,Discussed personal space for 17 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Resolution Discussed.
796,2024-02-21,18,Future Goals,Frustrated,Resolution Discussed,Severe,Discussed future goals for 18 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Resolution Discussed.
797,2024-01-19,40,Parenting Styles,Hurt,Resolution Discussed,Severe,Discussed parenting styles for 40 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: Resolution Discussed.
798,2024-02-13,58,Family Responsibilities,Disappointed,Compromise,Mild,Discussed family responsibilities for 58 minutes. Emotional tone was Disappointed. Mood swings observed: Mild. Resolution type: Compromise.
799,2024-01-05,16,Household Chores,Frustrated,No Resolution,None,Discussed household chores for 16 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: No Resolution.
800,2024-01-17,23,Family Responsibilities,Happy,Apology,Severe,Discussed family responsibilities for 23 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Apology.
801,2024-02-22,19,Future Goals,Hurt,Compromise,Moderate,Discussed future goals for 19 minutes. Emotional tone was Hurt. Mood swings observed: Moderate. Resolution type: Compromise.
802,2024-02-10,19,Time Management,Happy,Apology,Severe,Discussed time management for 19 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Apology.
803,2024-02-01,32,Social Activities,Frustrated,Apology,None,Discussed social activities for 32 minutes. Emotional tone was Frustrated. Mood swings observed: None. Resolution type: Apology.
804,2024-01-09,37,Personal Space,Frustrated,Apology,Moderate,Discussed personal space for 37 minutes. Emotional tone was Frustrated. Mood swings observed: Moderate. Resolution type: Apology.
805,2024-02-26,27,Personal Space,Annoyed,Compromise,Mild,Discussed personal space for 27 minutes. Emotional tone was Annoyed. Mood swings observed: Mild. Resolution type: Compromise.
806,2024-01-11,59,Social Activities,Calm,Apology,Moderate,Discussed social activities for 59 minutes. Emotional tone was Calm. Mood swings observed: Moderate. Resolution type: Apology.
807,2024-02-20,51,Household Chores,Happy,Apology,Moderate,Discussed household chores for 51 minutes. Emotional tone was Happy. Mood swings observed: Moderate. Resolution type: Apology.
808,2024-01-03,22,Future Goals,Supportive,Apology,None,Discussed future goals for 22 minutes. Emotional tone was Supportive. Mood swings observed: None. Resolution type: Apology.
809,2024-01-29,45,Social Activities,Calm,Apology,Mild,Discussed social activities for 45 minutes. Emotional tone was Calm. Mood swings observed: Mild. Resolution type: Apology.
810,2024-01-05,31,Personal Space,Hurt,No Resolution,None,Discussed personal space for 31 minutes. Emotional tone was Hurt. Mood swings observed: None. Resolution type: No Resolution.
811,2024-02-17,51,Future Goals,Hurt,No Resolution,Severe,Discussed future goals for 51 minutes. Emotional tone was Hurt. Mood swings observed: Severe. Resolution type: No Resolution.
812,2024-01-22,46,Household Chores,Annoyed,Resolution Discussed,None,Discussed household chores for 46 minutes. Emotional tone was Annoyed. Mood swings observed: None. Resolution type: Resolution Discussed.
813,2024-01-22,34,Social Activities,Angry,Apology,Mild,Discussed social activities for 34 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Apology.
814,2024-02-16,34,Time Management,Frustrated,Apology,Severe,Discussed time management for 34 minutes. Emotional tone was Frustrated. Mood swings observed: Severe. Resolution type: Apology.
815,2024-01-17,33,Future Goals,Happy,Compromise,Severe,Discussed future goals for 33 minutes. Emotional tone was Happy. Mood swings observed: Severe. Resolution type: Compromise.
816,2024-01-18,23,Social Activities,Hurt,Compromise,Mild,Discussed social activities for 23 minutes. Emotional tone was Hurt. Mood swings observed: Mild. Resolution type: Compromise.
817,2024-01-02,8,Future Goals,Angry,Compromise,Mild,Discussed future goals for 8 minutes. Emotional tone was Angry. Mood swings observed: Mild. Resolution type: Compromise.
818,2024-01-17,19,Social Activities,Hurt,Apology,Mild,Discussed social activities for 19 minutes. Emotional tone was Hurt. Mood swings observed: Mild. Resolution type: Apology.
819,2024-01-01,53,Future Goals,Hurt,Resolution Discussed,Mild,Discussed future goals for 53 minutes. Emotional tone was Hurt. Mood swings observed: Mild. Resolution type: Resolution Discussed.
820,2024-02-07,30,Parenting Styles,Disappointed,Resolution Discussed,Moderate,Discussed parenting styles for 30 minutes. Emotional tone was Disappointed. Mood swings observed: Moderate. Resolution type: Resolution Discussed.
821,2024-01-12,22,Social Activities,Frustrated,No Resolution,Mild,Discussed social activities for 22 minutes. Emotional tone was Frustrated. Mood swings observed: Mild. Resolution type: No Resolution.
822,2024-02-28,11,Time Management,Happy,Compromise,None,Discussed time management for 11 minutes. Emotional tone was Happy. Mood swings observed: None. Resolution type: Compromise.
823,2024-02-11,25,Money Management,Annoyed,Apology,Severe,Discussed money management for 25 minutes. Emotional tone was Annoyed. Mood swings observed: Severe. Resolution type: Apology.
